CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
pedroluisnoblemonterrubio,Pedro Luis Noble Monterrubio,Diputado Propietario,PRI,10/11/1964, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 3 (Actopan) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
prosperomanuelibarraotero,Próspero Manuel Ibarra Otero,Diputado Propietario,PRI,17/02/1979, Sonora ,Mayoría Relativa, Sonora Distrito: 7 (Navojoa) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
rafaelvalenzuelaarmas,Rafael Valenzuela Armas,Diputado Propietario,PAN,05/06/1963, Nayarit ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
rafaelyerenazambrano,Rafael Yerena Zambrano,Diputado Propietario,PRI,09/10/1950, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
ramonbañalesarambula,Ramón Bañales Arambula,Diputado Propietario,PRI,23/02/1976, Jalisco ,Mayoría Relativa, Jalisco Distrito: 15 (La Barca) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
ramonvillagomezguerrero,Ramón Villagómez Guerrero,Diputado Propietario,PRI,01/01/1965, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 9 (Linares) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
refugiotrinidadgarzoncanchola,Refugio Trinidad Garzón Canchola,Diputada Propietario,PES,24/08/1958, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
renecerveragarcia,René Cervera García,Diputado Propietario,Morena,16/10/1959, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
renemandujanotinajero,René Mandujano Tinajero,Diputado Propietario,PAN,08/12/1972, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 14 (Acámbaro) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ricardodavidgarciaportilla,Ricardo David García Portilla,Diputado Propietario,PRI,07/09/1972, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 3 (Zacatelco) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
ricardoramireznieto,Ricardo Ramírez Nieto,Diputado Propietario,PRI,14/01/1962, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 7 (San Francisco del Rincón) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
robertoalejandrocañedojimenez,Roberto Alejandro Cañedo Jiménez,Diputado Propietario,Morena,19/09/1983, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
robertoguzmanjacobo,Roberto Guzmán Jacobo,Diputado Propietario,Morena,17/12/1975, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
rociodiazmontoya,Rocío Díaz Montoya,Diputada Propietario,PRI,01/02/1970, Distrito Federal ,Mayoría Relativa, México Distrito: 28 (Zumpango de Ocampo) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
rodrigoabdaladartigues,Rodrigo Abdala Dartigues,Diputado Propietario,Morena,13/05/1981, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
rogeriocastrovazquez,Rogerio Castro Vázquez,Diputado Propietario,Morena,29/02/1984, Quintana Roo ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Profesor Normalista,,LXIII,29/08/2015,31/08/2018
romanfranciscocorteslugo,Román Francisco Cortés Lugo,Diputado Propietario,PAN,02/11/1980, ,Mayoría Relativa, México Distrito: 15 (Tlalnepantla de Baz) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
rosalinamazariespin,Rosalina Mazari Espín,Diputada Propietario,PRI,07/11/1971, Morelos ,Mayoría Relativa, Morelos Distrito: 4 (Jojutla) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
rosalindamuñozsanchez,Rosalinda Muñoz Sánchez,Diputada Propietario,PRI,25/11/1978, ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
rubenalejandrogarridomuñoz,Rubén Alejandro Garrido Muñoz,Diputado Propietario,PAN,20/02/1970, México ,Mayoría Relativa, Puebla Distrito: 5 (San Martín Texmelucan de Labas) ,,,LXIII,29/08/2015,31/08/2018
ruthnoemitiscareñoagoitia,Ruth Noemí Tiscareño Agoitia,Diputada Propietario,PRI,24/11/1963, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 1 (Matehuala) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
salomonfernandorosalesreyes,Salomón Fernando Rosales Reyes,Diputado Propietario,PRI,21/12/1958, Michoacán ,Mayoría Relativa, Michoacán Distrito: 1 (Lázaro Cárdenas) ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
salomonmajulgonzalez,Salomón Majul González,Diputado Propietario,PRI,04/07/1980, ,Mayoría Relativa, Guerrero Distrito: 2 (Iguala de la Independencia) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
samuelalexischaconmorales,Samuel Alexis Chacón Morales,Diputado Propietario,PRI,18/12/1977, Chiapas ,Mayoría Relativa, Chiapas Distrito: 12 (Tapachula) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
santiagotaboadacortina,Santiago Taboada Cortina,Diputado Propietario,PAN,14/10/1985, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
santiagotorreblancaengell,Santiago Torreblanca Engell,Diputado Propietario,PAN,14/02/1982, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
saralatiferuizchavez,Sara Latife Ruiz Chávez,Diputada Propietario,PRI,21/10/1976, Quintana Roo ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
sergiolopezsanchez,Sergio López Sánchez,Diputado Propietario,PRD,08/10/1977, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 6 (Heroica Ciudad de Tlaxiaco) ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
silviariveracarbajal,Silvia Rivera Carbajal,Diputada Propietario,PRI,08/03/1963, Guerrero ,Mayoría Relativa, Guerrero Distrito: 1 (Ciudad Altamirano) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
susanacorellaplatt,Susana Corella Platt,Diputada Propietario,PRI,25/03/1969, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
taniavictoriaarguijoherrera,Tania Victoria Arguijo Herrera,Diputada Propietario,PRD,01/10/1984, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias,LXIII,29/08/2015,31/08/2018
teresadejesuslizarragafigueroa,Teresa de Jesús Lizárraga Figueroa,Diputada Propietario,PAN,07/12/1966, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
timoteovillaramirez,Timoteo Villa Ramírez,Diputado Propietario,PRI,30/08/1961, ,Mayoría Relativa, Guanajuato Distrito: 1 (San Luis de la Paz) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
tomasoctavianofelix,Tomás Octaviano Félix,Diputado Propietario,PRD,07/03/1970, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
tomasrobertomontoyadiaz,Tomás Roberto Montoya Díaz,Diputado Propietario,PRI,12/03/1982, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
tristanmanuelcanalesnajjar,Tristán Manuel Canales Najjar,Diputado Propietario,PRI,24/05/1951, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ulisesramireznuñez,Ulises Ramírez Núñez,Diputado Propietario,PAN,12/10/1967, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
victorianowencesreal,Victoriano Wences Real,Diputado Propietario,PRD,27/04/1974, Guerrero ,Mayoría Relativa, Guerrero Distrito: 5 (Tlapa) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
virgiliodanielmendezbazan,Virgilio Daniel Méndez Bazán,Diputado Propietario,PRI,25/03/1948, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
virgiliodantecaballeropedraza,Virgilio Dante Caballero Pedraza,Diputado Propietario,Morena,24/02/1942, Tamaulipas ,Mayoría Relativa, Distrito Federal Distrito: 3 (Azcapotzalco) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
virgiliomendozaamezcua,Virgilio Mendoza Amezcua,Diputado Propietario,PVEM,21/01/1972, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
vitalicocandidocohetomartinez,Vitalico Cándido Coheto Martínez,Diputado Propietario,PRI,04/09/1941, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 4 (Tlacolula de Matamoros) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
victormanuelgiorganajimenez,Víctor Manuel Giorgana Jiménez,Diputado Propietario,PRI,08/08/1957, Puebla ,Mayoría Relativa, Puebla Distrito: 12 (Heroica Puebla de Zaragoza) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
victormanuelsilvatejeda,Víctor Manuel Silva Tejeda,Diputado Propietario,PRI,02/02/1956, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
victormanuelsanchezorozco,Víctor Manuel Sánchez Orozco,Diputado Propietario,MC,21/09/1975, ,Mayoría Relativa, Jalisco Distrito: 14 (Guadalajara) ,Doctorado,Derecho,LXIII,29/08/2015,31/08/2018
ximenatamarizgarcia,Ximena Tamariz García,Diputada Propietario,PAN,30/10/1979, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 1 (Santa Catarina) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
xitlaliccejagarcia,Xitlalic Ceja García,Diputada Propietario,PRI,03/01/1982, Puebla ,Mayoría Relativa, Puebla Distrito: 6 (Heroica Puebla de Zaragoza) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
yahleelabdalacarmona,Yahleel Abdala Carmona,Diputada Propietario,PRI,30/10/1982, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 1 (Nuevo Laredo) ,Maestría,Comunicación,LXIII,29/08/2015,31/08/2018
yaretadrianaguevarajimenez,Yaret Adriana Guevara Jiménez,Diputada Propietario,PVEM,24/04/1975, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
yarithtannoscruz,Yarith Tannos Cruz,Diputada Propietario,PRI,12/01/1985, ,Mayoría Relativa, Oaxaca Distrito: 7 (Juchitán de Zaragoza) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
yulmarochaaguilar,Yulma Rocha Aguilar,Diputada Propietario,PRI,07/09/1981, ,Mayoría Relativa, Guanajuato Distrito: 9 (Irapuato) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
alvarorafaelrubio,Álvaro Rafael Rubio,Diputado Propietario,PRI,19/02/1963, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 2 (Teotitlán de Flores Magón) ,Técnico,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
oscargarciabarron,Óscar García Barrón,Diputado Propietario,PRI,27/06/1959, Durango ,Mayoría Relativa, Durango Distrito: 3 (Guadalupe Victoria) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
oscarvalenciagarcia,Óscar Valencia García,Diputado Propietario,PRI,19/04/1962, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 10 (Miahuatlán de Porfirio Díaz) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
